title,source_url,local_path,extraction_method,doi,journal,clean_path,cleaning_status,title_similarity
Microbiological and nutritional analysis of lettuce crops grown on the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7067979/,data\processed_text\Microbiological and nutritional analysis of lettuc.txt,HTML_EXTRACTION,10.3389/fpls.2020.00199,Front Plant Sci,data/clean_text/Microbiological and nutritional analysis of lettuc.txt,cleaned,1.0
Natural variation in the expression of ORGANIC CATION TRANSPORTER 1 affects root length responses to cadaverine in Arabidopsis.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4321547/,data\processed_text\Natural variation in the expression of ORGANIC CAT.txt,HTML_EXTRACTION,10.1093/jxb/eru444,J Exp Bot,data/clean_text/Natural variation in the expression of ORGANIC CAT.txt,cleaned,1.0
Cadaverine regulates biotin synthesis to modulate primary root growth in Arabidopsis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8518694/,data\processed_text\Cadaverine regulates biotin synthesis to modulate .txt,HTML_EXTRACTION,10.1111/tpj.15417,Plant J,data/clean_text/Cadaverine regulates biotin synthesis to modulate .txt,cleaned,1.0
Low-speed clinorotation of Brachypodium distachyon and Arabidopsis thaliana seedlings triggers root tip curvatures that are reminiscent of gravitropism.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9861679/,data\processed_text\Lowspeed clinorotation of Brachypodium distachyon .txt,HTML_EXTRACTION,10.3390/ijms24021540,Int J Mol Sci,data/clean_text/Lowspeed clinorotation of Brachypodium distachyon .txt,cleaned,1.0
New device for high-throughput viability screening of flow biofilms,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2897429/,data\processed_text\New device for highthroughput viability screening .txt,HTML_EXTRACTION,10.1128/AEM.03065-09,Appl Environ Microbiol,data/clean_text/New device for highthroughput viability screening .txt,cleaned,1.0
Sigma S-dependent antioxidant defense protects stationary-phase Escherichia coli against the bactericidal antibiotic gentamicin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4187989/,data\processed_text\Sigma Sdependent antioxidant defense protects stat.txt,HTML_EXTRACTION,10.1128/AAC.03683-14,Antimicrob Agents Chemother,data/clean_text/Sigma Sdependent antioxidant defense protects stat.txt,cleaned,1.0
Plasma membrane disruption (PMD) formation and repair in mechanosensitive tissues,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8217198/,data\processed_text\Plasma membrane disruption PMD formation and repai.txt,HTML_EXTRACTION,10.1016/j.bone.2021.115970,Bone,data/clean_text/Plasma membrane disruption PMD formation and repai.txt,cleaned,1.0
Response of the mouse sublingual gland to spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6131065/,data\processed_text\Response of the mouse sublingual gland to spacefli.txt,HTML_EXTRACTION,10.1111/eos.12541,Eur J Oral Sci,data/clean_text/Response of the mouse sublingual gland to spacefli.txt,cleaned,1.0
"Reactivation of Latent Epstein-Barr Virus: A Comparison after Exposure to Gamma, Proton, Carbon, and Iron Radiation",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6213004/,data\processed_text\Reactivation of Latent EpsteinBarr Virus A Compari.txt,HTML_EXTRACTION,10.3390/ijms19102961,Int J Mol Sci,data/clean_text/Reactivation of Latent EpsteinBarr Virus A Compari.txt,flagged,1.0
The influence of spaceflight on the astronaut salivary microbiome and the search for a microbiome biomarker for viral reactivation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7171750/,data\processed_text\The influence of spaceflight on the astronaut sali.txt,HTML_EXTRACTION,10.1186/s40168-020-00830-z,Microbiome,data/clean_text/The influence of spaceflight on the astronaut sali.txt,cleaned,1.0
Telomere length assessments of muscle stem cells in rodent and human skeletal muscle sections,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8450295/,data\processed_text\Telomere length assessments of muscle stem cells i.txt,HTML_EXTRACTION,10.1016/j.xpro.2021.100830,STAR Protoc,data/clean_text/Telomere length assessments of muscle stem cells i.txt,cleaned,1.0
Persistent NF-Œ∫B activation in muscle stem cells induces proliferation-independent telomere shortening,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8183356/,data\processed_text\Persistent NFŒB activation in muscle stem cells in.txt,HTML_EXTRACTION,10.1016/j.celrep.2021.109098,Cell Rep,data/clean_text/Persistent NFŒB activation in muscle stem cells in.txt,cleaned,1.0
Piezo1 regulates the regenerative capacity of skeletal muscles via orchestration of stem cell morphological states.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8932657/,data\processed_text\Piezo1 regulates the regenerative capacity of skel.txt,HTML_EXTRACTION,10.1126/sciadv.abn0485,Sci Adv,data/clean_text/Piezo1 regulates the regenerative capacity of skel.txt,cleaned,1.0
"Impacts of radiation exposure, hindlimb unloading, and recovery on murine skeletal muscle cell telomere length.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10504369/,data\processed_text\Impacts of radiation exposure hindlimb unloading a.txt,HTML_EXTRACTION,10.1038/s41526-023-00303-1,NPJ Microgravity,data/clean_text/Impacts of radiation exposure hindlimb unloading a.txt,cleaned,1.0
Ethylene-induced flavonol accumulation in guard cells suppresses reactive oxygen species and modulates stomatal aperture,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3982735/,data\processed_text\Ethyleneinduced flavonol accumulation in guard cel.txt,HTML_EXTRACTION,10.1104/pp.113.233528,Plant Physiol,data/clean_text/Ethyleneinduced flavonol accumulation in guard cel.txt,cleaned,1.0
Transcriptional and Hormonal Regulation of Gravitropism of Woody Stems in Populus.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4682325/,data\processed_text\Transcriptional and Hormonal Regulation of Gravitr.txt,HTML_EXTRACTION,10.1105/tpc.15.00531,Plant Cell,data/clean_text/Transcriptional and Hormonal Regulation of Gravitr.txt,cleaned,0.97
"A conditional mutation in SCD1 reveals linkage between PIN protein trafficking, auxin transport, gravitropism, and lateral root initiation.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7358545/,data\processed_text\A conditional mutation in SCD1 reveals linkage bet.txt,HTML_EXTRACTION,10.3389/fpls.2020.00910,Front Plant Sci,data/clean_text/A conditional mutation in SCD1 reveals linkage bet.txt,cleaned,1.0
"A comprehensive SARS-CoV-2 and COVID-19 review, Part 1: Intracellular overdrive for SARS-CoV-2 infection.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9108708/,data\processed_text\A comprehensive SARSCoV2 and COVID19 review Part 1.txt,HTML_EXTRACTION,10.1038/s41431-022-01108-8,Eur J Hum Genet,data/clean_text/A comprehensive SARSCoV2 and COVID19 review Part 1.txt,cleaned,1.0
Changes in nuclear shape and gene expression in response to simulated microgravity are LINC complex-dependent.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7555797/,data\processed_text\Changes in nuclear shape and gene expression in re.txt,HTML_EXTRACTION,10.3390/ijms21186762,Int J Mol Sci,data/clean_text/Changes in nuclear shape and gene expression in re.txt,cleaned,1.0
"Growth of Carnobacterium spp. from permafrost under low pressure, temperature, and anoxic atmosphere has implications for Earth microbes on Mars",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3545801/,data\processed_text\Growth of Carnobacterium spp from permafrost under.txt,HTML_EXTRACTION,10.1073/pnas.1209793110,Proc Natl Acad Sci U S A,data/clean_text/Growth of Carnobacterium spp from permafrost under.txt,cleaned,1.0
Complete Genome Sequence of Carnobacterium gilichinskyi Strain WN1359T (DSM 27470T),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3869332/,data\processed_text\Complete Genome Sequence of Carnobacterium gilichi.txt,HTML_EXTRACTION,10.1128/genomeA.00985-13,Genome Announc,data/clean_text/Complete Genome Sequence of Carnobacterium gilichi.txt,cleaned,0.988
"Exposure of Bacillus subtilis to low pressure (5 kilopascals) induces several global regulons, including those involved in the SigB-mediated general stress response",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4135744/,data\processed_text\Exposure of Bacillus subtilis to low pressure 5 ki.txt,HTML_EXTRACTION,10.1128/AEM.00885-14,Appl Environ Microbiol,data/clean_text/Exposure of Bacillus subtilis to low pressure 5 ki.txt,cleaned,1.0
"Resistance of Bacillus subtilis Spore DNA to Lethal Ionizing Radiation Damage Relies Primarily on Spore Core Components and DNA Repair, with Minor Effects of Oxygen Radical Detoxification",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3911009/,data\processed_text\Resistance of Bacillus subtilis Spore DNA to Letha.txt,HTML_EXTRACTION,10.1128/AEM.03136-13,Appl Environ Microbiol,data/clean_text/Resistance of Bacillus subtilis Spore DNA to Letha.txt,cleaned,1.0
Cultivation of Staphylococcus epidermidis in the human spaceflight environment leads to alterations in the frequency and spectrum of spontaneous rifampicin-resistance mutations in the rpoB gene,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4923109/,data\processed_text\Cultivation of Staphylococcus epidermidis in the h.txt,HTML_EXTRACTION,10.3389/fmicb.2016.00999,Front Microbiol,data/clean_text/Cultivation of Staphylococcus epidermidis in the h.txt,cleaned,1.0
Cultivation in space flight produces minimal alterations in the susceptibility of Bacillus subtilis cells to 72 different antibiotics and growth-inhibiting compounds,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5648920/,data\processed_text\Cultivation in space flight produces minimal alter.txt,HTML_EXTRACTION,10.1128/AEM.01584-17,Appl Environ Microbiol,data/clean_text/Cultivation in space flight produces minimal alter.txt,cleaned,1.0
Alterations in the Spectrum of Spontaneous Rifampicin-Resistance Mutations in the Bacillus subtilis rpoB Gene after Cultivation in the Human Spaceflight Environment,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5817088/,data\processed_text\Alterations in the Spectrum of Spontaneous Rifampi.txt,HTML_EXTRACTION,10.3389/fmicb.2018.00192,Front Microbiol,data/clean_text/Alterations in the Spectrum of Spontaneous Rifampi.txt,cleaned,1.0
Mechanotransduction in Prokaryotes: A Possible Mechanism of Spaceflight Adaptation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7825584/,data\processed_text\Mechanotransduction in Prokaryotes A Possible Mech.txt,HTML_EXTRACTION,10.3390/life11010033,Life (Basel),data/clean_text/Mechanotransduction in Prokaryotes A Possible Mech.txt,cleaned,1.0
Environmental dependence of competitive fitness in rifampin-resistant rpoB mutants of Bacillus subtilis.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8904044/,data\processed_text\Environmental dependence of competitive fitness in.txt,HTML_EXTRACTION,10.1128/aem.02422-21,Appl Environ Microbiol,data/clean_text/Environmental dependence of competitive fitness in.txt,cleaned,1.0
Induction of attachment-independent biofilm formation and repression of Hfq expression by low-fluid-shear culture of Staphylococcus aureus,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3187170/,data\processed_text\Induction of attachmentindependent biofilm formati.txt,HTML_EXTRACTION,10.1128/AEM.00175-11,Appl Environ Microbiol,data/clean_text/Induction of attachmentindependent biofilm formati.txt,cleaned,1.0
Characterization of the Salmonella enterica serovar Typhimurium ydcI gene which encodes a conserved DNA binding protein required for full acid stress resistance.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3133089/,data\processed_text\Characterization of the Salmonella enterica serova.txt,HTML_EXTRACTION,10.1128/JB.01335-10,J Bacteriol,data/clean_text/Characterization of the Salmonella enterica serova.txt,cleaned,1.0
Evaluation of microorganisms cultured from injured and repressed tissue regeneration sites in endangered giant aquatic Ozark Hellbender salamanders.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3242767/,data\processed_text\Evaluation of microorganisms cultured from injured.txt,HTML_EXTRACTION,10.1371/journal.pone.0028906,PLoS One,data/clean_text/Evaluation of microorganisms cultured from injured.txt,cleaned,1.0
Transcriptional and proteomic responses of Pseudomonas aeruginosa PAO1 to spaceflight conditions involve Hfq regulation and reveal a role for oxygen.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3067220/,data\processed_text\Transcriptional and proteomic responses of Pseudom.txt,HTML_EXTRACTION,10.1128/AEM.01582-10,Appl Environ Microbiol,data/clean_text/Transcriptional and proteomic responses of Pseudom.txt,cleaned,1.0
New insights into the bacterial fitness-associated mechanisms revealed by the characterization of large plasmids of an avian pathogenic E. coli,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3251573/,data\processed_text\New insights into the bacterial fitnessassociated .txt,HTML_EXTRACTION,10.1371/journal.pone.0029481,PLoS One,data/clean_text/New insights into the bacterial fitnessassociated .txt,cleaned,1.0
Lack of norovirus replication and histo-blood group antigen expression in 3-dimensional intestinal epithelial cells,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3647661/,data\processed_text\Lack of norovirus replication and histoblood group.txt,HTML_EXTRACTION,10.3201/eid1903.121029,Emerg Infect Dis,data/clean_text/Lack of norovirus replication and histoblood group.txt,cleaned,1.0
Conservation of the low-shear modeled microgravity response in Enterobacteriaceae and analysis of the trp genes in this response.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4085587/,data\processed_text\Conservation of the lowshear modeled microgravity .txt,HTML_EXTRACTION,10.2174/1874285801408010051,Open Microbiol J,data/clean_text/Conservation of the lowshear modeled microgravity .txt,cleaned,1.0
Mimicking the host and its microenvironment in vitro for studying mucosal infections by Pseudomonas aeruginosa.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4096993/,data\processed_text\Mimicking the host and its microenvironment in vit.txt,HTML_EXTRACTION,10.1111/2049-632X.12180,Pathog Dis,data/clean_text/Mimicking the host and its microenvironment in vit.txt,flagged,1.0
Recellularization of decellularized lung scaffolds is enhanced by dynamic suspension culture.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4427280/,data\processed_text\Recellularization of decellularized lung scaffolds.txt,HTML_EXTRACTION,10.1371/journal.pone.0126846,PLoS One,data/clean_text/Recellularization of decellularized lung scaffolds.txt,cleaned,1.0
Three-dimensional organotypic co-culture model of intestinal epithelial cells and macrophages to study Salmonella enterica colonization patterns.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5460263/,data\processed_text\Threedimensional organotypic coculture model of in.txt,HTML_EXTRACTION,10.1038/s41526-017-0011-2,NPJ Microgravity,data/clean_text/Threedimensional organotypic coculture model of in.txt,cleaned,1.0
Modeling Host-Pathogen Interactions in the Context of the Microenvironment: 3-D Cell Culture Comes of Age.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6204695/,data\processed_text\Modeling HostPathogen Interactions in the Context .txt,HTML_EXTRACTION,10.1128/IAI.00282-18,Infect Immun,data/clean_text/Modeling HostPathogen Interactions in the Context .txt,flagged,0.856
Evaluating the effect of spaceflight on the host‚Äìpathogen interaction between human intestinal epithelial cells and Salmonella Typhimurium,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7943786/,data\processed_text\Evaluating the effect of spaceflight on the hostÄì.txt,HTML_EXTRACTION,10.1038/s41526-021-00136-w,NPJ Microgravity,data/clean_text/Evaluating the effect of spaceflight on the hostÄì.txt,cleaned,1.0
Spaceflight enhances cell aggregation and random budding in Candida albicans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3851762/,data\processed_text\Spaceflight enhances cell aggregation and random b.txt,HTML_EXTRACTION,10.1371/journal.pone.0080677,PLoS One,data/clean_text/Spaceflight enhances cell aggregation and random b.txt,cleaned,1.0
"Growth and antifungal resistance of the pathogenic yeast, Candida albicans, in the microgravity environment of the International Space Station: An aggregate of multiple flight experiences.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8067245/,data\processed_text\Growth and antifungal resistance of the pathogenic.txt,HTML_EXTRACTION,10.3390/life11040283,Life (Basel),data/clean_text/Growth and antifungal resistance of the pathogenic.txt,cleaned,1.0
Challenges and considerations for single-cell and spatially resolved transcriptomics sample collection during spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9701605/,data\processed_text\Challenges and considerations for singlecell and s.txt,HTML_EXTRACTION,10.1016/j.crmeth.2022.100325,Cell Rep Methods,data/clean_text/Challenges and considerations for singlecell and s.txt,flagged,1.0
Direct RNA sequencing of astronaut blood reveals spaceflight-associated m6A increases and hematopoietic transcriptional responses,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166648/,data\processed_text\Direct RNA sequencing of astronaut blood reveals s.txt,HTML_EXTRACTION,10.1038/s41467-024-48929-3,Nat Commun,data/clean_text/Direct RNA sequencing of astronaut blood reveals s.txt,cleaned,1.0
Collection of biospecimens from the inspiration4 mission establishes the standards for the space omics and medical atlas (SOMA),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166662/,data\processed_text\Collection of biospecimens from the inspiration4 m.txt,HTML_EXTRACTION,10.1038/s41467-024-48806-z,Nat Commun,data/clean_text/Collection of biospecimens from the inspiration4 m.txt,cleaned,1.0
Microfluidics-enabled method to identify modes of Caenorhabditis elegans paralysis in four anthelmintics.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3838407/,data\processed_text\Microfluidicsenabled method to identify modes of C.txt,HTML_EXTRACTION,10.1063/1.4829777,Biomicrofluidics,data/clean_text/Microfluidicsenabled method to identify modes of C.txt,cleaned,1.0
Multiparameter behavioral analyses provide insights to mechanisms of cyanide resistance in Caenorhabditis elegans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3748764/,data\processed_text\Multiparameter behavioral analyses provide insight.txt,HTML_EXTRACTION,10.1093/toxsci/kft138,Toxicol Sci,data/clean_text/Multiparameter behavioral analyses provide insight.txt,cleaned,1.0
Growth performance and root transcriptome remodeling of Arabidopsis in response to Mars-like levels of magnesium sulfate.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2925951/,data\processed_text\Growth performance and root transcriptome remodeli.txt,HTML_EXTRACTION,10.1371/journal.pone.0012348,PLoS One,data/clean_text/Growth performance and root transcriptome remodeli.txt,cleaned,1.0
The 14-3-3 proteins of Arabidopsis regulate root growth and chloroplast development as components of the photosensory system.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3350920/,data\processed_text\The 1433 proteins of Arabidopsis regulate root gro.txt,HTML_EXTRACTION,10.1093/jxb/ers022,J Exp Bot,data/clean_text/The 1433 proteins of Arabidopsis regulate root gro.txt,cleaned,1.0
14-3-3 phosphoprotein interaction networks - does isoform diversity present functional interaction specification?,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3422896/,data\processed_text\1433 phosphoprotein interaction networks  does iso.txt,HTML_EXTRACTION,10.3389/fpls.2012.00190,Front Plant Sci,data/clean_text/1433 phosphoprotein interaction networks  does iso.txt,cleaned,1.0
A method for preparing spaceflight RNAlater-fixed Arabidopsis thaliana (Brassicaceae) tissue for scanning electron microscopy.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4103452/,data\processed_text\A method for preparing spaceflight RNAlaterfixed A.txt,HTML_EXTRACTION,10.3732/apps.1300034,Appl Plant Sci,data/clean_text/A method for preparing spaceflight RNAlaterfixed A.txt,cleaned,0.978
ARG1 Functions in the Physiological Adaptation of Undifferentiated Plant Cells to Spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8024390/,data\processed_text\ARG1 Functions in the Physiological Adaptation of .txt,HTML_EXTRACTION,10.1089/ast.2016.1538,Astrobiology,data/clean_text/ARG1 Functions in the Physiological Adaptation of .txt,cleaned,1.0
A Member of the CONSTANS-Like Protein Family is a Putative Regulator of ROS Homeostasis and Spaceflight Physiological Adaptation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6348315/,data\processed_text\A Member of the CONSTANSLike Protein Family is a P.txt,HTML_EXTRACTION,10.1093/aobpla/ply075,AoB Plants,data/clean_text/A Member of the CONSTANSLike Protein Family is a P.txt,cleaned,0.833
HSFA2 Functions in the Physiological Adaptation of Undifferentiated Plant Cells to Spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6359015/,data\processed_text\HSFA2 Functions in the Physiological Adaptation of.txt,HTML_EXTRACTION,10.3390/ijms20020390,Int J Mol Sci,data/clean_text/HSFA2 Functions in the Physiological Adaptation of.txt,cleaned,1.0
Neutrophil to Lymphocyte ratio: A biomarker to monitor the immune status of astronauts.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7667275/,data\processed_text\Neutrophil to Lymphocyte ratio A biomarker to moni.txt,HTML_EXTRACTION,10.3389/fimmu.2020.564950,Front Immunol,data/clean_text/Neutrophil to Lymphocyte ratio A biomarker to moni.txt,cleaned,0.988
Beyond low-Earth orbit: Characterizing immune and microRNA differentials following simulated deep spaceflight conditions in mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7756144/,data\processed_text\Beyond lowEarth orbit Characterizing immune and mi.txt,HTML_EXTRACTION,10.1016/j.isci.2020.101747,iScience,data/clean_text/Beyond lowEarth orbit Characterizing immune and mi.txt,cleaned,1.0
Immunological and hematological outcomes following protracted low dose/low dose rate ionizing radiation and simulated microgravity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8169688/,data\processed_text\Immunological and hematological outcomes following.txt,HTML_EXTRACTION,10.1038/s41598-021-90439-5,Sci Rep,data/clean_text/Immunological and hematological outcomes following.txt,cleaned,1.0
Epigenomic regulators elongator complex subunit 2 and methyltransferase 1 differentially condition the spaceflight response in Arabidopsis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8475764/,data\processed_text\Epigenomic regulators elongator complex subunit 2 .txt,HTML_EXTRACTION,10.3389/fpls.2021.691790,Front Plant Sci,data/clean_text/Epigenomic regulators elongator complex subunit 2 .txt,cleaned,1.0
Plants grown in Apollo lunar regolith present stress-associated transcriptomes that inform prospects for lunar exploration,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9098553/,data\processed_text\Plants grown in Apollo lunar regolith present stre.txt,HTML_EXTRACTION,10.1038/s42003-022-03334-8,Commun Biol,data/clean_text/Plants grown in Apollo lunar regolith present stre.txt,cleaned,1.0
Artificial gravity partially protects space-induced neurological deficits in Drosophila melanogaster.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10503492/,data\processed_text\Artificial gravity partially protects spaceinduced.txt,HTML_EXTRACTION,10.1016/j.celrep.2022.111279,Cell Rep,data/clean_text/Artificial gravity partially protects spaceinduced.txt,cleaned,1.0
Utilizing the KSC fixation tube to conduct human-tended plant biology experiments on a suborbital spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9693084/,data\processed_text\Utilizing the KSC fixation tube to conduct humante.txt,HTML_EXTRACTION,10.3390/life12111871,Life (Basel),data/clean_text/Utilizing the KSC fixation tube to conduct humante.txt,cleaned,1.0
Post-Spaceflight (STS-135) Mouse Splenocytes Demonstrate Altered Activation Properties and Surface Molecule Expression.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4430214/,data\processed_text\PostSpaceflight STS135 Mouse Splenocytes Demonstra.txt,HTML_EXTRACTION,10.1371/journal.pone.0124380,PLoS One,data/clean_text/PostSpaceflight STS135 Mouse Splenocytes Demonstra.txt,cleaned,1.0
Changes in the distribution and function of leukocytes after whole-body iron ion irradiation.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5045078/,data\processed_text\Changes in the distribution and function of leukoc.txt,HTML_EXTRACTION,10.1093/jrr/rrw051,J Radiat Res,data/clean_text/Changes in the distribution and function of leukoc.txt,cleaned,1.0
Is spaceflight-induced immune dysfunction linked to systemic changes in metabolism?,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5443495/,data\processed_text\Is spaceflightinduced immune dysfunction linked to.txt,HTML_EXTRACTION,10.1371/journal.pone.0174174,PLoS One,data/clean_text/Is spaceflightinduced immune dysfunction linked to.txt,cleaned,1.0
Spaceflight Activates Autophagy Programs and the Proteasome in Mouse Liver,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5666744/,data\processed_text\Spaceflight Activates Autophagy Programs and the P.txt,HTML_EXTRACTION,10.3390/ijms18102062,Int J Mol Sci,data/clean_text/Spaceflight Activates Autophagy Programs and the P.txt,cleaned,1.0
Vive la radiorésistance!: Converging research in radiobiology and biogerontology to enhance human radioresistance for deep space exploration and colonization.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5865701/,data\processed_text\Vive la radiorsistance Converging research in radi.txt,HTML_EXTRACTION,10.18632/oncotarget.24461,Oncotarget,data/clean_text/Vive la radiorsistance Converging research in radi.txt,cleaned,1.0
Proteomic analysis of mouse brain subjected to spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6337482/,data\processed_text\Proteomic analysis of mouse brain subjected to spa.txt,HTML_EXTRACTION,10.3390/ijms20010007,Int J Mol Sci,data/clean_text/Proteomic analysis of mouse brain subjected to spa.txt,cleaned,1.0
Transcriptomic effects on the mouse heart following 30 days on the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9953463/,data\processed_text\Transcriptomic effects on the mouse heart followin.txt,HTML_EXTRACTION,10.3390/biom13020371,Biomolecules,data/clean_text/Transcriptomic effects on the mouse heart followin.txt,cleaned,1.0
Spaceflight-induced gene expression profiles in the mouse brain are attenuated by treatment with the antioxidant BuOE,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10487739/,data\processed_text\Spaceflightinduced gene expression profiles in the.txt,HTML_EXTRACTION,10.3390/ijms241713569,Int J Mol Sci,data/clean_text/Spaceflightinduced gene expression profiles in the.txt,cleaned,1.0
Phosphoinositide-signaling is one component of a robust plant defense response,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4052902/,data\processed_text\Phosphoinositidesignaling is one component of a ro.txt,HTML_EXTRACTION,10.3389/fpls.2014.00267,Front Plant Sci,data/clean_text/Phosphoinositidesignaling is one component of a ro.txt,cleaned,1.0
Uncovering transcriptional responses to fractional gravity in Arabidopsis roots,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8539686/,data\processed_text\Uncovering transcriptional responses to fractional.txt,HTML_EXTRACTION,10.3390/life11101010,Life (Basel),data/clean_text/Uncovering transcriptional responses to fractional.txt,cleaned,1.0
Conserved plant transcriptional responses to microgravity from two consecutive spaceflight experiments.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10800490/,data\processed_text\Conserved plant transcriptional responses to micro.txt,HTML_EXTRACTION,10.3389/fpls.2023.1308713,Front Plant Sci,data/clean_text/Conserved plant transcriptional responses to micro.txt,cleaned,1.0
RNAseq analysis of rodent spaceflight experiments is confounded by sample collection techniques,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7756143/,data\processed_text\RNAseq analysis of rodent spaceflight experiments .txt,HTML_EXTRACTION,10.1016/j.isci.2020.101733,iScience,data/clean_text/RNAseq analysis of rodent spaceflight experiments .txt,cleaned,1.0
Functional changes in the snail statocyst system elicited by microgravity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3066201/,data\processed_text\Functional changes in the snail statocyst system e.txt,HTML_EXTRACTION,10.1371/journal.pone.0017710,PLoS One,data/clean_text/Functional changes in the snail statocyst system e.txt,cleaned,1.0
Multi-analyte biochip (MAB) based on all-solid-state ion-selective electrodes (ASSISE) for physiological research,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3665236/,data\processed_text\Multianalyte biochip MAB based on allsolidstate io.txt,HTML_EXTRACTION,10.3791/50020,J Vis Exp,data/clean_text/Multianalyte biochip MAB based on allsolidstate io.txt,cleaned,1.0
The interaction of vortical flows with red cells in venous valve mimics.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8896891/,data\processed_text\The interaction of vortical flows with red cells i.txt,HTML_EXTRACTION,10.1063/5.0078337,Biomicrofluidics,data/clean_text/The interaction of vortical flows with red cells i.txt,flagged,1.0
Mammalian and Invertebrate Models as Complementary Tools for Gaining Mechanistic Insight on Muscle Responses to Spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8430797/,data\processed_text\Mammalian and Invertebrate Models as Complementary.txt,HTML_EXTRACTION,10.3390/ijms22179470,Int J Mol Sci,data/clean_text/Mammalian and Invertebrate Models as Complementary.txt,cleaned,1.0
